Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
22.0,5.0,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Urban,23,20002.51134953327
20.0,5.0,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.496957495794
33.0,4.1,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,39,20002.488402468716
22.0,3.3,Sunny,Low,2,Meal,electric_scooter,0.0,No,Urban,31,20002.511349594744
31.0,4.6,Stormy,High,0,Snack,motorcycle,3.0,Yes,Metropolitian,47,20002.517461727624
,,,,3,Drinks,scooter,0.0,No,Metropolitian,24,20002.513618171495
22.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.519684481387
36.0,4.8,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.519694483064
28.0,4.6,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,11,20002.5141527484
31.0,4.9,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.51967755898
38.0,4.9,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.511161390965
20.0,5.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,20002.48631761727
30.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.52025139077
31.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,20,20002.5138993572
30.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.48847779029
32.0,4.6,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,20002.513956372804
29.0,4.8,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,20002.5139476752
30.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,13,20002.515750479793
28.0,4.3,Stormy,High,0,Meal,motorcycle,0.0,No,Urban,32,20002.51752456066
33.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Urban,23,20002.520251131635
30.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,28,20002.51881027695
28.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,,20,20002.516073952876
27.0,4.8,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.488402292845
36.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.511670704276
26.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.505114026353
30.0,4.6,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,16,20002.513757871166
37.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,23,20002.519710834305
31.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51872473806
35.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,24,20002.518793628195
35.0,4.1,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,20002.508825954254
39.0,4.6,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.518858869953
35.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42,20002.49756450782
29.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,20002.497388984324
37.0,4.9,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,23,20002.519649606602
37.0,4.4,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,20002.51140671429
31.0,4.5,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,29,20002.519729371816
34.0,4.7,Windy,Low,2,Drinks,scooter,1.0,No,Urban,15,20002.508325706138
31.0,4.9,Sandstorms,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.51189629124
39.0,4.6,Sunny,High,1,Snack,scooter,1.0,No,Metropolitian,24,20002.51748927508
35.0,4.6,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.519669331727
25.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,14,20002.513818262058
20.0,4.9,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.50891020396
21.0,4.7,Fog,Jam,1,Meal,scooter,0.0,No,Metropolitian,21,20002.518858587704
20.0,4.9,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,36,20002.508012619965
27.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.505424083633
36.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.515939818353
29.0,4.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.491086330916
23.0,4.6,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.520251669677
36.0,4.4,Windy,Low,0,Snack,motorcycle,0.0,No,,30,20002.519669203335
33.0,4.6,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,20002.51379705585
26.0,4.6,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,20002.51589365293
24.0,4.5,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,15,20002.51162202851
22.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Urban,22,20002.518723962
29.0,4.8,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,21,20002.510921865294
34.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.513797407013
,,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.488405660708
35.0,4.9,Fog,Medium,0,Meal,motorcycle,0.0,No,,26,20002.515665428917
34.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.513571374035
34.0,4.1,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,20002.513995929454
22.0,4.6,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,20002.48938372111
38.0,3.7,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,36,20002.48825439131
,,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.511543828998
23.0,4.8,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,20,20002.515835739283
28.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,29,20002.508672734006
22.0,5.0,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.51966917712
34.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.49023789409
29.0,4.9,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.520236345157
30.0,3.2,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.505075733665
22.0,4.5,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,18,20002.500060730254
31.0,3.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,31,20002.51140357992
21.0,2.6,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,43,20002.508642490746
31.0,4.5,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,20002.505511219344
39.0,4.3,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.511166584307
39.0,4.7,Fog,Jam,2,Drinks,motorcycle,2.0,Yes,Metropolitian,46,20002.498223627346
27.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,13,20002.48979884379
23.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.498716751732
31.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24,20002.515665334784
26.0,4.2,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.517525176903
23.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,12,20002.520235866734
33.0,4.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.490237860493
33.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.515665717667
38.0,4.6,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,20002.51579505205
23.0,4.7,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.519649606602
35.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.508012619965
26.0,4.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,29,20002.515650642177
38.0,4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,37,20002.511608758592
22.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51880589987
22.0,4.8,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,18,20002.520241664984
25.0,4.5,Sunny,High,2,Buffet,motorcycle,,No,Urban,16,20002.52023499673
35.0,4.9,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,25,20002.517379156925
28.0,5.0,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51970030318
21.0,4.6,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,22,20002.514159887578
29.0,4.9,Fog,Low,2,Snack,electric_scooter,0.0,No,Urban,27,20002.50512061611
39.0,5.0,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,32,20002.517479507937
30.0,4.6,Fog,Jam,1,Buffet,motorcycle,1.0,Yes,Metropolitian,45,20002.498656783057
21.0,4.7,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,20002.511543013446
32.0,4.2,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51566545994
25.0,4.6,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.51369541313
38.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.51398787195
29.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,16,20002.518793872172
27.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.519649606602
39.0,5.0,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,14,20002.519688851764
29.0,4.8,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,13,20002.515926818352
34.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,30,20002.515822324473
25.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Urban,26,20002.511896105672
23.0,4.8,Stormy,High,2,Meal,scooter,0.0,No,Urban,12,20002.517400675963
36.0,5.0,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,49,20002.508825954254
39.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.511868510668
20.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,31,20002.505627266848
31.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,37,20002.498497274482
30.0,4.2,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,32,20002.518793740568
29.0,4.8,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,25,20002.513965403028
22.0,4.5,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,23,20002.518810491
22.0,4.7,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,11,20002.51969077824
23.0,4.6,Fog,Low,2,Meal,electric_scooter,1.0,No,Urban,18,20002.5196673457
31.0,4.2,Cloudy,Low,2,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.506327491345
,,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,33,20002.51360201809
35.0,4.5,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,22,20002.505956406276
26.0,4.2,Cloudy,Jam,2,Drinks,electric_scooter,0.0,Yes,Metropolitian,43,20002.511473655115
36.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,21,20002.51970556184
27.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.51589320759
26.0,4.6,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,24,20002.520249383313
31.0,4.6,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20002.50672423099
24.0,4.6,Sunny,Jam,1,Drinks,motorcycle,0.0,,Urban,11,20002.513603016178
22.0,4.5,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.519684530158
23.0,4.5,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,28,20002.518724303107
30.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Urban,18,20002.51972901509
36.0,5.0,Cloudy,High,0,Drinks,motorcycle,,No,Metropolitian,33,20002.51764031737
33.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,20002.519710610017
38.0,4.2,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.506171818826
23.0,4.5,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.519694542414
26.0,4.5,Fog,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,20002.513693430847
38.0,4.6,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.505004116145
25.0,4.8,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,20002.518723542828
32.0,4.9,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,37,20002.510921865294
27.0,4.4,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,54,20002.51589365293
35.0,4.3,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,20002.504715476327
24.0,4.8,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.517378939043
34.0,3.9,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,34,20002.506334597398
35.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Urban,20,20002.511634247447
39.0,3.5,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,38,20002.489799012044
33.0,4.6,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,28,20002.518780922892
34.0,4.8,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.511896105672
25.0,4.8,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.519729119307
28.0,4.6,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,20002.504715476327
36.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.50832445295
23.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,16,20002.520240162597
39.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.520241280527
38.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Urban,23,20002.505742936475
39.0,4.3,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,34,20002.513987680402
25.0,4.1,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,31,20002.48940636288
24.0,4.8,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,22,20002.520240162597
39.0,4.5,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,20002.508570785005
33.0,4.8,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.50857074429
36.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.518780922892
21.0,4.8,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,16,20002.51754619879
36.0,3.5,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,20002.50824105798
38.0,4.6,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.498199027243
24.0,4.1,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,20002.508943501944
37.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,,21,20002.519649606602
39.0,4.7,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,18,20002.517640721344
38.0,4.9,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.517379128563
32.0,4.2,Fog,Low,0,Buffet,motorcycle,1.0,No,,39,20002.50511043845
34.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.520236318633
39.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,,27,20002.519700257133
21.0,5.0,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.51971092093
15.0,1.0,,,3,Snack,bicycle,0.0,No,Metropolitian,25,2967.504668212628
39.0,4.9,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,20002.519728335137
38.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,24,20002.508643657024
23.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,38,20002.511897235407
24.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.508649025076
24.0,4.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,42,20002.50574438047
24.0,4.5,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,43,20002.511436363893
15.0,1.0,,,3,Buffet,scooter,0.0,No,Metropolitian,33,19347.898285282143
,,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,43,20002.508824979395
25.0,4.6,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,20002.519669210596
23.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.515939833058
34.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.513443211963
24.0,4.3,Cloudy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,43,20002.49934644043
20.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.515699417017
,,,,3,Snack,electric_scooter,2.0,No,Urban,49,20002.508942126886
26.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,20002.49010734875
25.0,4.8,Fog,Medium,2,Meal,electric_scooter,0.0,No,Urban,34,20002.499368875677
22.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,12,20002.515822324473
28.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,12,20002.5202358757
22.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.520245936765
33.0,4.7,Stormy,High,2,Buffet,motorcycle,0.0,No,Urban,33,20002.520234366417
34.0,4.4,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,20002.49801655529
29.0,4.7,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.498151396267
21.0,4.6,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20002.497390941007
35.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.489128955003
22.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,33,20002.511096646882
33.0,4.2,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,46,20002.488252294614
29.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.515687203424
,,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,17,20002.520241259528
38.0,5.0,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,42,20002.508943697198
33.0,4.6,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,20,20002.51968908384
38.0,4.6,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.51877365526
23.0,5.0,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,25,20002.5143662663
32.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,27,20002.519669201218
25.0,5.0,Sunny,Low,2,Meal,electric_scooter,0.0,No,Urban,27,20002.508325706138
37.0,4.6,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,29,20002.508327274416
39.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,,10,20002.51968438101
35.0,4.3,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,35,20002.496957495794
39.0,4.9,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.52024173414
39.0,4.1,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,41,20002.498230532223
21.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.50882503069
,,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,29,20002.520245988526
,,Cloudy,Low,2,Snack,scooter,,No,Urban,10,20002.51966729831
34.0,5.0,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.519707681182
27.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.517487061417
37.0,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,27,20002.51971062984
28.0,4.8,Stormy,High,0,Snack,motorcycle,,No,Metropolitian,34,20002.517461460397
33.0,5.0,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,28,20002.52024200717
24.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.48764792747
26.0,4.7,Cloudy,Medium,1,Drinks,scooter,,No,Metropolitian,15,20002.515893065924
30.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.513603371244
,,Fog,Jam,1,Meal,scooter,1.0,No,Urban,36,20002.511349035496
20.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,20,20002.489794529407
35.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,42,20002.488492795263
25.0,4.5,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20002.511139453072
26.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.519669463916
37.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,42,20002.505425511325
24.0,4.6,Windy,Low,2,Meal,motorcycle,0.0,No,Urban,14,20002.515822324473
,,Fog,Jam,1,Buffet,scooter,0.0,No,Urban,39,20002.515687114377
23.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.517402056117
33.0,5.0,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,29,20002.517479017166
36.0,3.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.498221245583
26.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16,20002.497496511514
37.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.508297167227
33.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26,20002.48814876845
30.0,4.6,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,17,20002.518724454778
22.0,4.7,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,20002.51396565473
31.0,4.7,Stormy,High,2,Drinks,scooter,1.0,No,Urban,30,20002.519649606602
30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,20002.508824979395
35.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,20002.517400705125
39.0,5.0,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.513618385197
37.0,4.9,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.508240355703
32.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,28,20002.517553570793
29.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,20002.519663810974
35.0,4.9,Cloudy,Jam,1,Snack,motorcycle,3.0,Yes,Metropolitian,49,20002.51163318027
33.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,40,20002.508012619965
20.0,4.1,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,32,20002.499965365954
38.0,4.8,Fog,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,36,20002.516074244595
32.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,25,20002.498716751732
32.0,4.9,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,30,20002.517488532023
24.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,25,20002.511670500982
31.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.498810393085
30.0,4.5,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Urban,27,20002.488496066107
34.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.520250757818
23.0,4.8,Sandstorms,High,2,Drinks,scooter,1.0,No,,10,20002.517392825077
30.0,5.0,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.515958392847
20.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.51881767502
35.0,4.8,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,17,20002.519669183665
37.0,4.8,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.513443211963
24.0,4.9,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,25,20002.51579549251
37.0,4.5,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51970755806
29.0,4.9,Sandstorms,Low,2,Snack,motorcycle,0.0,No,Metropolitian,10,20002.50574454338
32.0,4.4,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,20002.51362224544
37.0,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.518810539957
35.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,24,20002.508012619965
31.0,4.0,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.48931262718
22.0,4.5,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.52025703843
39.0,5.0,Fog,Medium,1,Meal,scooter,0.0,No,Urban,16,20002.51732220814
,,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.513620149122
27.0,4.9,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Urban,32,20002.49755030418
27.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.51966376396
23.0,4.9,Sunny,Medium,2,Snack,motorcycle,1.0,No,,10,20002.51154373048
29.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,22,20002.511543877725
34.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,48,20002.505551370712
35.0,4.9,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,27,20002.515822177524
24.0,4.8,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,27,20002.498721760985
36.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Urban,26,20002.496957495794
23.0,4.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,33,20002.515576659665
31.0,4.9,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.518724272144
24.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.489315487735
